ID_Venda;Data_Venda;Produto;Categoria;Preco_Unitario;Quantidade;Cliente;Região;Forma_Pagamento
3747;04/02/2023;Estante;Móveis;1074.65;2;Hellena Abreu;Nordeste;Boleto
3748;18/12/2023;Liquidificador;Eletrodomésticos;169.94;4;Melina Ramos;Nordeste;Cartão de Crédito
3749;27/06/2023;Ar-condicionado;Eletrodomésticos;2694.07;1;Luiz Felipe Silveira;Norte;Dinheiro
3750;18/05/2023;Ar-condicionado;Eletrodomésticos;3469.34;5;Bianca Silva;Sudeste;Dinheiro
3751;26/03/2024;Bicicleta Infantil;Brinquedos;315.64;5;Arthur Gabriel Pastor;Sudeste;Boleto
3752;24/09/2024;Sofá;Móveis;2268.25;5;Vitor Gabriel Monteiro;Nordeste;Cartão de Débito
3753;19/11/2023;Vestido;Vestuário;122.03;3;Joana Macedo;Centro-Oeste;Cartão de Crédito
3754;09/01/2025;Boneca;Brinquedos;30.1;3;Sra. Esther Dias;Sul;Pix
3755;08/01/2025;Sofá;Móveis;3281.4;2;Srta. Maria Helena Castro;Sul;Dinheiro
3756;23/10/2023;Tênis;Vestuário;98.24;2;Kevin da Cunha;Centro-Oeste;Pix
3757;12/10/2024;Máquina de Lavar;Eletrodomésticos;1091.35;3;Elisa Marques;Nordeste;Cartão de Crédito
3758;10/05/2024;Bola de Futebol;Esporte;133.15;4;Luan da Conceição;Sul;Cartão de Crédito
3759;03/11/2023;Tablet;Eletrônicos;1420.95;1;Zoe Almeida;Sul;Cartão de Crédito
3760;18/09/2023;Casaco;Vestuário;115.64;3;Helena Moraes;Sul;Cartão de Débito
3761;14/04/2025;Vestido;Vestuário;146.25;1;Luiza Garcia;Centro-Oeste;Cartão de Débito
3762;14/10/2024;Geladeira;Eletrodomésticos;3127.57;5;Maria Helena Costa;Sudeste;Cartão de Débito
3763;04/08/2023;Notebook;Eletrônicos;2443.42;3;Sr. Alexandre Rocha;Sudeste;Dinheiro
3764;25/11/2023;Fone de Ouvido;Eletrônicos;211.66;4;Sra. Maria Vitória Barros;Sul;Cartão de Débito
3765;17/10/2024;Cadeira;Móveis;467.63;4;Giovanna Aragão;Centro-Oeste;Cartão de Débito
3766;14/07/2023;Máquina de Lavar;Eletrodomésticos;908.75;5;Théo Gomes;Nordeste;Cartão de Débito
3767;01/02/2024;Ar-condicionado;Eletrodomésticos;1316.42;1;Sra. Marina Lima;Nordeste;Dinheiro
3768;21/09/2023;Bicicleta Infantil;Brinquedos;479.01;5;Liz Azevedo;Norte;Pix
3769;30/11/2024;Bicicleta Infantil;Brinquedos;728.89;2;Thales Cavalcanti;Centro-Oeste;Cartão de Crédito
3770;29/11/2023;Geladeira;Eletrodomésticos;2810.89;1;Asafe Martins;Sul;Boleto
3771;23/09/2023;Skate;Esporte;535.68;5;Dr. Vitor Hugo Garcia;Sudeste;Cartão de Débito
3772;13/04/2025;Ar-condicionado;Eletrodomésticos;3173.69;3;Manuela Peixoto;Norte;Dinheiro
3773;28/01/2023;Smartphone;Eletrônicos;1461.83;1;Bárbara Macedo;Sul;Cartão de Crédito
3774;03/05/2025;Ar-condicionado;Eletrodomésticos;1319.16;3;Bernardo Sales;Sudeste;Dinheiro
3775;14/01/2025;Monitor;Eletrônicos;1116.38;3;Dr. Vitor Gabriel da Cunha;Nordeste;Pix
3776;26/05/2023;Fone de Ouvido;Eletrônicos;263.44;5;Otávio Rios;Sul;Boleto
3777;02/11/2023;Skate;Esporte;380.1;4;Diogo Pimenta;Centro-Oeste;Cartão de Débito
3778;21/02/2024;Mochila de Camping;Esporte;437.55;5;Benjamim Azevedo;Nordeste;Boleto
3779;02/05/2023;Sofá;Móveis;1639.26;4;José Pedro Cavalcanti;Sul;Dinheiro
3780;01/10/2023;Liquidificador;Eletrodomésticos;312.93;2;Dr. Lucas Gabriel Moreira;Sudeste;Boleto
3781;05/06/2023;Mesa;Móveis;1322.88;2;Melissa Moreira;Sudeste;Cartão de Crédito
3782;05/11/2024;Boneca;Brinquedos;63.53;4;Théo Peixoto;Norte;Cartão de Débito
3783;27/07/2023;Fone de Ouvido;Eletrônicos;234.38;5;José Miguel Cunha;Centro-Oeste;Cartão de Crédito
3784;08/02/2025;Fogão;Eletrodomésticos;1941.43;3;Sr. Léo Pacheco;Norte;Boleto
3785;16/10/2023;Fone de Ouvido;Eletrônicos;273.47;5;Antonella Aparecida;Sul;Cartão de Crédito
3786;22/05/2023;Sofá;Móveis;2210.03;2;Ana Carolina Jesus;Sul;Cartão de Débito
3787;11/11/2024;Vestido;Vestuário;80.52;4;João Guilherme Lima;Sul;Cartão de Débito
3788;13/11/2023;Sofá;Móveis;1718.26;4;Bárbara Ribeiro;Sudeste;Dinheiro
3789;26/01/2025;Jogo de Tabuleiro;Brinquedos;182.52;4;Gabriela Campos;Sul;Cartão de Crédito
3790;29/06/2023;Liquidificador;Eletrodomésticos;330.68;5;Ana Julia da Conceição;Centro-Oeste;Pix
3791;04/10/2024;Geladeira;Eletrodomésticos;2615.07;1;Luiza Montenegro;Centro-Oeste;Dinheiro
3792;01/08/2024;Guarda-roupa;Móveis;1138.85;5;Dr. Bruno Dias;Centro-Oeste;Cartão de Débito
3793;23/07/2024;Mesa;Móveis;551.03;1;Evelyn Câmara;Nordeste;Boleto
3794;08/03/2024;Vestido;Vestuário;144.59;1;André Oliveira;Norte;Pix
3795;17/03/2023;Guarda-roupa;Móveis;978.66;2;Lavínia da Mota;Nordeste;Cartão de Crédito
3796;11/12/2023;Skate;Esporte;569.55;5;Eloá Alves;Centro-Oeste;Boleto
3797;22/02/2023;Mochila de Camping;Esporte;127.04;4;Bernardo Abreu;Sul;Boleto
3798;09/01/2025;Cadeira;Móveis;378.94;5;Henry Santos;Nordeste;Pix
3799;24/02/2025;Vestido;Vestuário;126.22;4;Pedro Miguel Sousa;Nordeste;Boleto
3800;02/06/2023;Fone de Ouvido;Eletrônicos;152.14;3;Anna Liz Correia;Sudeste;Boleto
3801;28/03/2024;Raquete de Tênis;Esporte;827.59;1;Dr. Cauã Casa Grande;Norte;Pix
3802;28/05/2024;Carrinho;Brinquedos;96.57;3;Sra. Alice Pacheco;Nordeste;Cartão de Crédito
3803;09/03/2023;Micro-ondas;Eletrodomésticos;1385.82;4;Beatriz Pereira;Sudeste;Cartão de Crédito
3804;07/08/2024;Cômoda;Móveis;1223.7;3;João Vitor da Costa;Sul;Pix
3805;27/02/2024;Impressora;Eletrônicos;780.49;2;Alexandre Sampaio;Sul;Pix
3806;08/05/2023;Camiseta;Vestuário;114.86;5;Leonardo Costa;Centro-Oeste;Dinheiro
3807;30/01/2024;Vestido;Vestuário;38.82;5;Erick Oliveira;Centro-Oeste;Cartão de Crédito
3808;09/01/2025;Cadeira;Móveis;283.43;5;Sr. Ravi Almeida;Sul;Boleto
3809;25/12/2024;Bicicleta Infantil;Brinquedos;722.22;4;Mathias Barbosa;Norte;Cartão de Débito
3810;11/04/2023;Cadeira;Móveis;168.67;3;Mariah Abreu;Centro-Oeste;Cartão de Débito
3811;04/05/2024;Notebook;Eletrônicos;4910.16;2;Gustavo Cavalcanti;Sul;Dinheiro
3812;06/07/2023;Calça Jeans;Vestuário;117.64;4;Dr. Mathias Casa Grande;Sudeste;Cartão de Débito
3813;01/03/2023;Vestido;Vestuário;60.56;2;Bryan Santos;Centro-Oeste;Boleto
3814;23/10/2023;Vestido;Vestuário;139.35;2;Sra. Stephany Marques;Sudeste;Dinheiro
3815;03/06/2025;Jogo de Tabuleiro;Brinquedos;179.76;4;Ana Lívia Cunha;Norte;Cartão de Crédito
3816;29/03/2025;Ar-condicionado;Eletrodomésticos;2076.91;1;Luiz Henrique Souza;Sul;Dinheiro
3817;29/10/2023;Bola de Futebol;Esporte;136.76;5;Caleb Caldeira;Centro-Oeste;Pix
3818;18/02/2024;Fogão;Eletrodomésticos;2717.13;1;Augusto Sales;Nordeste;Pix
3819;23/06/2023;Ar-condicionado;Eletrodomésticos;3771.69;3;Dom Moraes;Norte;Cartão de Débito
3820;01/03/2024;Boné;Vestuário;21.53;4;Rafaela Machado;Nordeste;Pix
3821;15/08/2024;Boné;Vestuário;21.67;4;Lavínia Santos;Norte;Boleto
3822;10/10/2024;Calça Jeans;Vestuário;77.22;4;Theodoro Gomes;Sul;Pix
3823;25/05/2023;Cômoda;Móveis;652.71;2;Lucas Cavalcanti;Centro-Oeste;Cartão de Crédito
3824;26/07/2024;Cômoda;Móveis;1423.85;2;Levi da Mata;Centro-Oeste;Pix
3825;13/02/2023;Bola de Futebol;Esporte;199.24;4;Ana Julia Moreira;Sul;Boleto
3826;16/02/2025;Tênis;Vestuário;224.29;3;Maria Isis Machado;Norte;Dinheiro
3827;30/01/2025;Mochila de Camping;Esporte;330.53;5;Pedro Lucas Freitas;Nordeste;Dinheiro
3828;19/03/2024;Tablet;Eletrônicos;1891.77;1;Gabriel Viana;Nordeste;Cartão de Crédito
3829;17/01/2023;Máquina de Lavar;Eletrodomésticos;3481.61;2;Lavínia Nunes;Norte;Cartão de Crédito
3830;04/03/2024;Tablet;Eletrônicos;1421.9;1;Lívia Melo;Sudeste;Cartão de Débito
3831;15/01/2025;Guarda-roupa;Móveis;2158.47;5;Dr. Davi Lucas Sousa;Sul;Boleto
3832;24/04/2023;Ar-condicionado;Eletrodomésticos;3798.53;4;Valentim Vieira;Sudeste;Cartão de Crédito
3833;28/04/2025;Vestido;Vestuário;139.39;1;Luiz Miguel da Paz;Centro-Oeste;Cartão de Crédito
3834;18/02/2023;Camiseta;Vestuário;83.91;3;Danilo Lopes;Sul;Pix
3835;12/04/2024;Impressora;Eletrônicos;1053.33;1;Renan Pastor;Sudeste;Cartão de Crédito
3836;12/05/2024;Boné;Vestuário;15.86;2;Pietro Campos;Nordeste;Boleto
3837;14/06/2023;Notebook;Eletrônicos;2831.14;2;Thiago Cavalcante;Sudeste;Boleto
3838;07/03/2024;Máquina de Lavar;Eletrodomésticos;2744.83;4;Rhavi da Cunha;Norte;Cartão de Crédito
3839;09/11/2024;Smartphone;Eletrônicos;1807.37;3;Calebe Nunes;Sul;Boleto
3840;24/03/2025;Bola de Futebol;Esporte;86.1;5;Pietro Novais;Norte;Boleto
3841;18/03/2023;Smartphone;Eletrônicos;1362.38;2;Igor da Paz;Sul;Cartão de Crédito
3842;07/12/2024;Raquete de Tênis;Esporte;815.97;3;Bernardo Casa Grande;Norte;Cartão de Crédito
3843;03/11/2024;Micro-ondas;Eletrodomésticos;671.99;1;Sr. Luiz Henrique Gomes;Norte;Boleto
3844;18/03/2025;Ar-condicionado;Eletrodomésticos;2259.24;4;Valentim Pimenta;Norte;Boleto
3845;31/08/2023;Smartphone;Eletrônicos;1845.77;1;Dr. Henrique Rocha;Centro-Oeste;Boleto
3846;25/08/2024;Cômoda;Móveis;1894.91;3;Ana Alves;Sudeste;Dinheiro
3847;30/12/2024;Cômoda;Móveis;1166.3;2;Sr. João Nogueira;Sudeste;Boleto
3848;24/02/2025;Fogão;Eletrodomésticos;1351.09;1;Dr. Erick Peixoto;Sudeste;Pix
3849;01/07/2024;Cadeira;Móveis;114.03;3;Sr. Igor da Rosa;Centro-Oeste;Pix
3850;05/06/2023;Jogo de Tabuleiro;Brinquedos;87.6;3;Hellena Cavalcante;Sudeste;Cartão de Crédito
3851;23/07/2023;Smartphone;Eletrônicos;3062.24;2;Maysa das Neves;Nordeste;Pix
3852;19/03/2023;Carrinho;Brinquedos;77.95;4;Davi Lucca Nogueira;Sul;Dinheiro
3853;30/03/2024;Calça Jeans;Vestuário;179.24;4;Thiago Lima;Centro-Oeste;Pix
3854;02/08/2023;Estante;Móveis;700.45;5;Giovanna Siqueira;Centro-Oeste;Cartão de Crédito
3855;04/11/2023;Fogão;Eletrodomésticos;2518.66;2;Bento Fonseca;Nordeste;Pix
3856;26/02/2023;Fogão;Eletrodomésticos;2280.02;3;Gael Henrique Cavalcante;Norte;Dinheiro
3857;01/10/2024;Vestido;Vestuário;140.13;4;Sra. Luna Ferreira;Centro-Oeste;Dinheiro
3858;11/02/2024;Impressora;Eletrônicos;1084.4;4;João Campos;Sul;Boleto
3859;12/10/2024;Cadeira;Móveis;399.3;1;Noah Brito;Nordeste;Boleto
3860;31/03/2023;Ar-condicionado;Eletrodomésticos;2782.51;5;Júlia Rodrigues;Centro-Oeste;Boleto
3861;01/06/2023;Cadeira;Móveis;475.33;4;Lara Novais;Norte;Cartão de Débito
3862;01/04/2023;Ar-condicionado;Eletrodomésticos;3201.31;5;Manuella Marques;Nordeste;Boleto
3863;28/03/2025;Cadeira;Móveis;443.12;4;Augusto Nogueira;Sul;Pix
3864;22/05/2025;Máquina de Lavar;Eletrodomésticos;2763.45;3;Esther Abreu;Sul;Boleto
3865;10/05/2025;Carrinho;Brinquedos;130.58;2;Dr. Paulo Novais;Sul;Boleto
3866;25/02/2024;Jogo de Tabuleiro;Brinquedos;75.13;1;Melina da Costa;Sul;Dinheiro
3867;17/03/2025;Calça Jeans;Vestuário;197.16;3;Vitor Vasconcelos;Norte;Cartão de Débito
3868;03/01/2023;Ar-condicionado;Eletrodomésticos;1567.14;3;Raquel Pacheco;Nordeste;Cartão de Débito
3869;18/10/2023;Carrinho;Brinquedos;35.02;5;Otávio da Mota;Norte;Pix
3870;31/01/2024;Fone de Ouvido;Eletrônicos;424.7;4;Enrico Sampaio;Norte;Cartão de Débito
3871;01/02/2024;Fogão;Eletrodomésticos;2511.47;1;Thales Nogueira;Norte;Cartão de Débito
3872;18/12/2024;Tablet;Eletrônicos;1184.83;5;Bryan da Paz;Nordeste;Cartão de Crédito
3873;03/05/2025;Ar-condicionado;Eletrodomésticos;1791.36;3;Dra. Olívia Dias;Nordeste;Dinheiro
3874;25/01/2025;Boneca;Brinquedos;34.09;5;Pietro Marques;Centro-Oeste;Boleto
3875;03/11/2023;Fogão;Eletrodomésticos;1556.84;5;Breno Pimenta;Centro-Oeste;Cartão de Crédito
3876;15/11/2024;Vestido;Vestuário;92.96;5;Srta. Kamilly da Paz;Nordeste;Boleto
3877;21/05/2024;Boneca;Brinquedos;84.27;3;Josué Albuquerque;Sul;Pix
3878;03/03/2024;Vestido;Vestuário;114.54;5;Davi Freitas;Sudeste;Dinheiro
3879;01/01/2025;Sofá;Móveis;2778.9;4;Liam Cirino;Sudeste;Cartão de Débito
3880;04/06/2025;Estante;Móveis;864.53;4;Levi Leão;Centro-Oeste;Boleto
3881;08/01/2024;Monitor;Eletrônicos;767.0;5;Samuel Oliveira;Norte;Boleto
3882;01/05/2023;Jogo de Tabuleiro;Brinquedos;152.87;5;Fernanda Costa;Sudeste;Pix
3883;01/11/2024;Cômoda;Móveis;915.01;3;Ana Liz Costa;Nordeste;Pix
3884;17/03/2023;Tênis;Vestuário;197.33;3;Kamilly Pimenta;Sul;Cartão de Crédito
3885;10/08/2024;Vestido;Vestuário;64.21;4;Melissa Almeida;Centro-Oeste;Cartão de Crédito
3886;24/08/2024;Sofá;Móveis;3118.99;3;Maria Júlia Teixeira;Centro-Oeste;Cartão de Débito
3887;16/05/2024;Geladeira;Eletrodomésticos;3603.88;1;Ravy Cavalcanti;Sul;Pix
3888;18/09/2024;Skate;Esporte;556.18;5;Ravi Lucca Andrade;Nordeste;Dinheiro
3889;21/04/2025;Sofá;Móveis;3768.5;1;Theo Sales;Centro-Oeste;Boleto
3890;23/07/2024;Máquina de Lavar;Eletrodomésticos;1745.92;1;Mathias Mendonça;Sul;Boleto
3891;05/01/2025;Tablet;Eletrônicos;1649.78;1;Brenda Rios;Sul;Pix
3892;14/07/2023;Monitor;Eletrônicos;951.55;2;Ravi Vargas;Sudeste;Dinheiro
3893;14/07/2023;Calça Jeans;Vestuário;174.23;2;Sra. Maria Sophia Azevedo;Sudeste;Pix
3894;24/10/2023;Tênis;Vestuário;234.0;5;Ana Vitória Machado;Sudeste;Pix
3895;20/02/2023;Smartphone;Eletrônicos;1216.51;3;Juliana da Rocha;Norte;Cartão de Crédito
3896;06/08/2024;Cômoda;Móveis;677.66;3;Maitê Costa;Sul;Cartão de Crédito
3897;09/09/2023;Skate;Esporte;709.88;3;Sr. Marcos Vinicius Moura;Centro-Oeste;Cartão de Débito
3898;10/04/2023;Fone de Ouvido;Eletrônicos;106.98;5;Antony Ribeiro;Sudeste;Cartão de Crédito
3899;13/07/2023;Mesa;Móveis;737.49;1;Sarah Azevedo;Norte;Cartão de Débito
3900;14/01/2025;Fogão;Eletrodomésticos;2836.86;1;Sr. Murilo Siqueira;Centro-Oeste;Dinheiro
3901;26/06/2023;Ar-condicionado;Eletrodomésticos;3582.96;5;Apollo Lima;Sudeste;Cartão de Crédito
3902;06/10/2024;Camiseta;Vestuário;189.7;4;Enzo Gabriel Azevedo;Nordeste;Pix
3903;16/05/2024;Cômoda;Móveis;1885.25;1;Ravy Cardoso;Norte;Pix
3904;11/01/2025;Vestido;Vestuário;47.08;5;Ayla Correia;Centro-Oeste;Cartão de Crédito
3905;16/04/2025;Bola de Futebol;Esporte;76.21;4;Fernanda Monteiro;Sudeste;Dinheiro
3906;14/12/2023;Liquidificador;Eletrodomésticos;303.35;4;Luara Nunes;Nordeste;Cartão de Débito
3907;19/06/2023;Carrinho;Brinquedos;141.64;3;Amanda da Mata;Sudeste;Dinheiro
3908;10/04/2024;Tablet;Eletrônicos;1876.37;1;Fernanda Araújo;Norte;Boleto
3909;22/07/2023;Notebook;Eletrônicos;3192.71;1;Cecília Peixoto;Sudeste;Boleto
3910;14/09/2023;Bicicleta Infantil;Brinquedos;561.69;3;Isabelly Costa;Norte;Cartão de Débito
3911;04/01/2023;Máquina de Lavar;Eletrodomésticos;2409.94;3;Srta. Ísis Pimenta;Sudeste;Pix
3912;25/11/2024;Liquidificador;Eletrodomésticos;393.65;1;Luan Pires;Nordeste;Pix
3913;17/02/2024;Estante;Móveis;1967.86;5;Maysa Souza;Norte;Dinheiro
3914;21/05/2025;Mochila de Camping;Esporte;234.39;2;Dr. Pietro Albuquerque;Nordeste;Cartão de Débito
3915;20/03/2023;Impressora;Eletrônicos;537.28;1;Otávio Abreu;Norte;Pix
3916;09/04/2024;Tablet;Eletrônicos;1359.64;1;Eduardo Novaes;Nordeste;Boleto
3917;27/02/2023;Fogão;Eletrodomésticos;1790.39;5;Lorena Ramos;Norte;Pix
3918;07/02/2023;Bola de Futebol;Esporte;116.58;2;Srta. Allana Freitas;Sul;Dinheiro
3919;27/02/2025;Raquete de Tênis;Esporte;1106.73;1;Yasmin Albuquerque;Norte;Pix
3920;14/12/2023;Tênis;Vestuário;183.55;5;Enzo Cirino;Sul;Dinheiro
3921;05/10/2023;Mesa;Móveis;565.83;4;Joaquim Albuquerque;Centro-Oeste;Dinheiro
3922;13/10/2023;Tablet;Eletrônicos;1778.25;4;Vitor Hugo Teixeira;Sudeste;Cartão de Crédito
3923;27/12/2024;Mesa;Móveis;1433.76;3;Srta. Liz Camargo;Centro-Oeste;Dinheiro
3924;02/09/2024;Mesa;Móveis;692.44;3;Clara Barbosa;Sul;Dinheiro
3925;19/09/2024;Smartphone;Eletrônicos;2087.92;4;Bárbara Duarte;Nordeste;Cartão de Débito
3926;08/06/2023;Tênis;Vestuário;269.3;2;Enzo Gabriel Moura;Sudeste;Dinheiro
3927;02/04/2025;Camiseta;Vestuário;79.24;4;Gael Henrique Gonçalves;Nordeste;Pix
3928;28/02/2024;Estante;Móveis;1469.2;1;Maya Aparecida;Nordeste;Pix
3929;07/08/2024;Boneca;Brinquedos;92.9;3;Maria Cecília Barros;Norte;Cartão de Débito
3930;09/04/2023;Smartphone;Eletrônicos;3445.84;4;Henry Cavalcante;Nordeste;Cartão de Crédito
3931;28/01/2024;Skate;Esporte;687.24;5;Benicio Pereira;Nordeste;Cartão de Débito
3932;27/04/2025;Smartphone;Eletrônicos;2468.49;2;Daniel Nascimento;Norte;Cartão de Débito
3933;19/07/2024;Guarda-roupa;Móveis;2006.04;2;Melina Melo;Sul;Dinheiro
3934;30/08/2023;Mochila de Camping;Esporte;337.37;4;Emilly Barros;Norte;Boleto
3935;15/02/2024;Vestido;Vestuário;47.85;2;Alexia Almeida;Sudeste;Pix
3936;24/04/2024;Casaco;Vestuário;220.07;1;Elisa Borges;Sul;Boleto
3937;25/11/2024;Mesa;Móveis;1168.11;1;Maria Liz Freitas;Norte;Pix
3938;08/05/2023;Cômoda;Móveis;1603.98;1;Dr. Davi Lucca Nunes;Norte;Cartão de Crédito
3939;26/08/2023;Fone de Ouvido;Eletrônicos;263.37;3;Pedro Monteiro;Sul;Cartão de Crédito
3940;02/10/2024;Cadeira;Móveis;375.4;3;Zoe da Rocha;Norte;Dinheiro
3941;15/08/2024;Cômoda;Móveis;1167.89;4;Agatha Novais;Centro-Oeste;Boleto
3942;20/02/2023;Impressora;Eletrônicos;447.96;1;Heitor Pacheco;Norte;Cartão de Débito
3943;03/10/2023;Ar-condicionado;Eletrodomésticos;1358.19;2;Maria Cecília Cavalcante;Sudeste;Pix
3944;18/06/2023;Sofá;Móveis;2194.63;2;Helena Costela;Nordeste;Cartão de Débito
3945;12/06/2024;Ar-condicionado;Eletrodomésticos;1845.78;3;Sra. Manuella da Conceição;Norte;Cartão de Crédito
3946;10/02/2025;Estante;Móveis;1940.67;1;Sra. Maysa Costa;Centro-Oeste;Boleto
3947;01/05/2023;Cômoda;Móveis;942.13;4;Sr. Lucas Gabriel Moura;Nordeste;Pix
3948;01/01/2025;Boneca;Brinquedos;45.48;3;Antônio da Rosa;Norte;Cartão de Débito
3949;26/06/2024;Mesa;Móveis;1138.12;5;Davi Miguel Nunes;Nordeste;Cartão de Crédito
3950;04/06/2024;Monitor;Eletrônicos;1952.01;3;Liam Sá;Nordeste;Cartão de Débito
3951;25/12/2023;Boneca;Brinquedos;74.04;2;Caroline da Costa;Nordeste;Cartão de Crédito
3952;15/09/2024;Boneca;Brinquedos;63.32;1;Maria Helena Carvalho;Sudeste;Dinheiro
3953;07/05/2024;Casaco;Vestuário;183.97;5;Vicente Pimenta;Sudeste;Cartão de Crédito
3954;03/08/2023;Smartphone;Eletrônicos;1115.84;5;Léo Barros;Nordeste;Cartão de Crédito
3955;06/02/2023;Monitor;Eletrônicos;1125.45;2;Cauã Rezende;Sudeste;Pix
3956;23/02/2023;Impressora;Eletrônicos;940.11;3;Luiz Henrique Aragão;Norte;Dinheiro
3957;20/09/2023;Fogão;Eletrodomésticos;1216.69;3;Luan Moura;Norte;Boleto
3958;27/05/2025;Jogo de Tabuleiro;Brinquedos;108.79;4;Gabriela Araújo;Nordeste;Cartão de Crédito
3959;29/11/2024;Boneca;Brinquedos;52.01;1;Henrique da Costa;Sudeste;Dinheiro
3960;07/01/2023;Ar-condicionado;Eletrodomésticos;2323.88;4;Maria Helena da Mota;Centro-Oeste;Pix
3961;09/06/2023;Boneca;Brinquedos;65.98;2;Maria Flor Pereira;Sudeste;Dinheiro
3962;25/05/2023;Cômoda;Móveis;1144.36;4;Dr. Ryan Fogaça;Nordeste;Pix
3963;20/05/2024;Liquidificador;Eletrodomésticos;468.7;3;Isis Oliveira;Norte;Pix
3964;16/01/2025;Mochila de Camping;Esporte;80.32;2;Maria Liz Marques;Sul;Cartão de Crédito
3965;09/05/2024;Micro-ondas;Eletrodomésticos;613.53;1;Luiz Otávio Nogueira;Nordeste;Cartão de Débito
3966;13/07/2024;Bicicleta Infantil;Brinquedos;428.86;4;Fernanda Barbosa;Centro-Oeste;Dinheiro
3967;28/02/2025;Notebook;Eletrônicos;1976.35;3;Gabriela Barros;Sudeste;Cartão de Crédito
3968;31/03/2023;Ar-condicionado;Eletrodomésticos;1108.78;4;Maria Vitória da Mota;Centro-Oeste;Boleto
3969;06/09/2024;Guarda-roupa;Móveis;1025.91;3;Ana Vitória Guerra;Nordeste;Pix
3970;14/09/2024;Impressora;Eletrônicos;935.43;2;Maysa Campos;Norte;Cartão de Crédito
3971;20/05/2024;Fogão;Eletrodomésticos;2402.96;4;Brayan Caldeira;Centro-Oeste;Cartão de Débito
3972;04/03/2025;Guarda-roupa;Móveis;2139.42;2;Rhavi da Rocha;Sudeste;Cartão de Débito
3973;14/07/2024;Fogão;Eletrodomésticos;1785.24;5;Apollo Sá;Sudeste;Pix
3974;23/02/2023;Tablet;Eletrônicos;1050.99;1;Melissa Fonseca;Centro-Oeste;Boleto
3975;24/02/2025;Estante;Móveis;1966.86;5;Dra. Sabrina Alves;Norte;Boleto
3976;06/03/2025;Vestido;Vestuário;144.98;5;Matheus Rocha;Norte;Cartão de Débito
3977;11/03/2023;Impressora;Eletrônicos;443.79;4;Dra. Agatha da Paz;Norte;Dinheiro
3978;14/07/2024;Geladeira;Eletrodomésticos;1943.4;5;Marcelo Teixeira;Nordeste;Dinheiro
3979;20/05/2024;Fogão;Eletrodomésticos;2239.95;4;Ravi Lucca Castro;Norte;Boleto
3980;31/05/2023;Boné;Vestuário;21.93;3;Vinícius Vargas;Sul;Cartão de Débito
3981;09/05/2025;Micro-ondas;Eletrodomésticos;769.08;2;Kaique Peixoto;Centro-Oeste;Cartão de Débito
3982;27/03/2025;Tênis;Vestuário;267.91;2;Sr. João Vitor Lopes;Sul;Cartão de Crédito
3983;12/07/2023;Estante;Móveis;985.65;5;Lorena da Costa;Norte;Dinheiro
3984;15/04/2025;Micro-ondas;Eletrodomésticos;1960.67;4;Eduarda Aragão;Nordeste;Cartão de Crédito
3985;13/08/2024;Mesa;Móveis;847.13;2;Luara Silveira;Centro-Oeste;Cartão de Débito
3986;23/05/2024;Tênis;Vestuário;193.55;4;Asafe Leão;Nordeste;Cartão de Débito
3987;20/07/2023;Raquete de Tênis;Esporte;880.61;3;Leandro Lopes;Sul;Pix
3988;17/06/2023;Liquidificador;Eletrodomésticos;207.47;3;Ísis Araújo;Sudeste;Boleto
3989;12/01/2024;Sofá;Móveis;3088.68;2;Bárbara Andrade;Sudeste;Cartão de Crédito
3990;04/05/2025;Notebook;Eletrônicos;2567.79;3;Julia Nascimento;Centro-Oeste;Cartão de Crédito
3991;22/03/2023;Geladeira;Eletrodomésticos;2744.76;1;Dr. Ravy Azevedo;Nordeste;Pix
3992;08/08/2023;Impressora;Eletrônicos;684.26;5;Allana Nascimento;Centro-Oeste;Cartão de Débito
3993;23/12/2024;Micro-ondas;Eletrodomésticos;986.28;1;Sr. Eduardo Mendonça;Centro-Oeste;Dinheiro
3994;07/09/2024;Máquina de Lavar;Eletrodomésticos;3777.98;3;Luana Novais;Centro-Oeste;Cartão de Débito
3995;09/10/2023;Carrinho;Brinquedos;112.36;4;Yuri Pereira;Sul;Boleto
3996;02/01/2025;Calça Jeans;Vestuário;119.68;4;Thiago Siqueira;Sudeste;Pix
3997;13/04/2023;Cômoda;Móveis;1760.54;4;Stephany Duarte;Sul;Cartão de Débito
3998;29/03/2023;Liquidificador;Eletrodomésticos;435.54;4;Maria Clara Siqueira;Sul;Boleto
3999;25/04/2023;Tablet;Eletrônicos;1135.98;2;Maitê da Cunha;Sul;Boleto
4000;24/01/2025;Mesa;Móveis;646.97;5;Lunna Almeida;Centro-Oeste;Cartão de Débito
4001;22/09/2024;Vestido;Vestuário;70.55;3;Stephany da Luz;Sudeste;Pix
4002;27/04/2023;Casaco;Vestuário;246.32;1;Srta. Sofia Vieira;Nordeste;Cartão de Crédito
4003;11/02/2025;Sofá;Móveis;2746.24;3;Mateus Pires;Nordeste;Cartão de Crédito
4004;08/05/2023;Notebook;Eletrônicos;2278.2;5;Gabriel Ramos;Nordeste;Pix
4005;24/07/2023;Raquete de Tênis;Esporte;1242.27;1;Maria Liz Cassiano;Norte;Dinheiro
4006;29/04/2025;Tênis;Vestuário;130.25;4;Matteo Jesus;Nordeste;Cartão de Crédito
4007;10/08/2024;Bola de Futebol;Esporte;70.75;1;Sr. Lucas Pereira;Centro-Oeste;Boleto
